"efforts_tuples","selected0","selected1","count","count_normalized"
"[-1,0,1,1]_[1,-1,0,0]",0,1,1,0.5
"[-1,0,1,1]_[1,-1,0,0]",0,2,0,0
"[-1,0,1,1]_[1,-1,0,0]",1,2,1,0.5
"[-1,0,1,1]_[1,-1,0,1]",0,1,2,0.117647058823529
"[-1,0,1,1]_[1,-1,0,1]",0,2,1,0.0588235294117647
"[-1,0,1,1]_[1,-1,0,1]",1,2,14,0.823529411764706
"[-1,0,1,1]_[1,-1,1,0]",0,1,2,0.333333333333333
"[-1,0,1,1]_[1,-1,1,0]",0,2,3,0.5
"[-1,0,1,1]_[1,-1,1,0]",1,2,1,0.166666666666667
"[-1,0,1,1]_[1,0,-1,-1]",0,1,8,0.571428571428571
"[-1,0,1,1]_[1,0,-1,-1]",0,2,2,0.142857142857143
"[-1,0,1,1]_[1,0,-1,-1]",1,2,4,0.285714285714286
"[-1,0,1,1]_[1,0,-1,0]",0,1,3,0.6
"[-1,0,1,1]_[1,0,-1,0]",0,2,0,0
"[-1,0,1,1]_[1,0,-1,0]",1,2,2,0.4
"[-1,0,1,1]_[1,0,-1,1]",0,1,0,0
"[-1,0,1,1]_[1,0,-1,1]",0,2,1,0.333333333333333
"[-1,0,1,1]_[1,0,-1,1]",1,2,2,0.666666666666667
"[-1,0,1,1]_[1,0,0,1]",0,1,2,0.666666666666667
"[-1,0,1,1]_[1,0,0,1]",0,2,0,0
"[-1,0,1,1]_[1,0,0,1]",1,2,1,0.333333333333333
"[-1,0,1,1]_[1,0,1,-1]",0,1,5,0.384615384615385
"[-1,0,1,1]_[1,0,1,-1]",0,2,7,0.538461538461538
"[-1,0,1,1]_[1,0,1,-1]",1,2,1,0.0769230769230769
"[-1,0,1,1]_[1,0,1,0]",0,1,9,0.236842105263158
"[-1,0,1,1]_[1,0,1,0]",0,2,18,0.473684210526316
"[-1,0,1,1]_[1,0,1,0]",1,2,11,0.289473684210526
"[-1,0,1,1]_[1,0,1,1]",0,1,12,0.222222222222222
"[-1,0,1,1]_[1,0,1,1]",0,2,37,0.685185185185185
"[-1,0,1,1]_[1,0,1,1]",1,2,5,0.0925925925925926
"[-1,0,1,1]_[1,1,-1,0]",0,1,3,0.5
"[-1,0,1,1]_[1,1,-1,0]",0,2,1,0.166666666666667
"[-1,0,1,1]_[1,1,-1,0]",1,2,2,0.333333333333333
"[-1,0,1,1]_[1,1,0,-1]",0,1,11,0.55
"[-1,0,1,1]_[1,1,0,-1]",0,2,6,0.3
"[-1,0,1,1]_[1,1,0,-1]",1,2,3,0.15
"[-1,0,1,1]_[1,1,0,0]",0,1,2,0.5
"[-1,0,1,1]_[1,1,0,0]",0,2,0,0
"[-1,0,1,1]_[1,1,0,0]",1,2,2,0.5
"[-1,0,1,1]_[1,1,0,1]",0,1,3,0.230769230769231
"[-1,0,1,1]_[1,1,0,1]",0,2,3,0.230769230769231
"[-1,0,1,1]_[1,1,0,1]",1,2,7,0.538461538461538
"[-1,0,1,1]_[1,1,1,0]",0,1,11,0.407407407407407
"[-1,0,1,1]_[1,1,1,0]",0,2,7,0.259259259259259
"[-1,0,1,1]_[1,1,1,0]",1,2,9,0.333333333333333
"[-1,1,-1,0]_[-1,1,0,-1]",0,1,2,0.666666666666667
"[-1,1,-1,0]_[-1,1,0,-1]",0,2,1,0.333333333333333
"[-1,1,-1,0]_[-1,1,0,-1]",1,2,0,0
"[-1,1,-1,0]_[-1,1,0,0]",0,1,11,0.159420289855072
"[-1,1,-1,0]_[-1,1,0,0]",0,2,21,0.304347826086957
"[-1,1,-1,0]_[-1,1,0,0]",1,2,37,0.536231884057971
"[-1,1,-1,0]_[-1,1,0,1]",0,1,3,0.230769230769231
"[-1,1,-1,0]_[-1,1,0,1]",0,2,3,0.230769230769231
"[-1,1,-1,0]_[-1,1,0,1]",1,2,7,0.538461538461538
"[-1,1,-1,0]_[-1,1,1,0]",0,1,4,0.5
"[-1,1,-1,0]_[-1,1,1,0]",0,2,1,0.125
"[-1,1,-1,0]_[-1,1,1,0]",1,2,3,0.375
"[-1,1,-1,0]_[0,-1,-1,-1]",0,1,4,0.266666666666667
"[-1,1,-1,0]_[0,-1,-1,-1]",0,2,8,0.533333333333333
"[-1,1,-1,0]_[0,-1,-1,-1]",1,2,3,0.2
"[-1,1,-1,0]_[0,-1,-1,1]",0,1,4,0.307692307692308
"[-1,1,-1,0]_[0,-1,-1,1]",0,2,2,0.153846153846154
"[-1,1,-1,0]_[0,-1,-1,1]",1,2,7,0.538461538461538
"[-1,1,-1,0]_[0,-1,0,-1]",0,1,4,0.444444444444444
"[-1,1,-1,0]_[0,-1,0,-1]",0,2,2,0.222222222222222
"[-1,1,-1,0]_[0,-1,0,-1]",1,2,3,0.333333333333333
"[-1,1,-1,0]_[0,-1,0,1]",0,1,1,0.5
"[-1,1,-1,0]_[0,-1,0,1]",0,2,0,0
"[-1,1,-1,0]_[0,-1,0,1]",1,2,1,0.5
"[-1,1,-1,0]_[0,-1,1,-1]",0,1,3,0.333333333333333
"[-1,1,-1,0]_[0,-1,1,-1]",0,2,2,0.222222222222222
"[-1,1,-1,0]_[0,-1,1,-1]",1,2,4,0.444444444444444
"[-1,1,-1,0]_[0,-1,1,1]",0,1,2,0.4
"[-1,1,-1,0]_[0,-1,1,1]",0,2,0,0
"[-1,1,-1,0]_[0,-1,1,1]",1,2,3,0.6
"[-1,1,-1,0]_[0,0,1,1]",0,1,1,0.333333333333333
"[-1,1,-1,0]_[0,0,1,1]",0,2,0,0
"[-1,1,-1,0]_[0,0,1,1]",1,2,2,0.666666666666667
"[-1,1,-1,0]_[0,1,-1,-1]",0,1,1,0.5
"[-1,1,-1,0]_[0,1,-1,-1]",0,2,1,0.5
"[-1,1,-1,0]_[0,1,-1,-1]",1,2,0,0
"[-1,1,-1,0]_[0,1,-1,1]",0,1,4,0.153846153846154
"[-1,1,-1,0]_[0,1,-1,1]",0,2,7,0.269230769230769
"[-1,1,-1,0]_[0,1,-1,1]",1,2,15,0.576923076923077
"[-1,1,-1,0]_[0,1,0,-1]",0,1,0,0
"[-1,1,-1,0]_[0,1,0,-1]",0,2,1,0.2
"[-1,1,-1,0]_[0,1,0,-1]",1,2,4,0.8
"[-1,1,-1,0]_[0,1,1,-1]",0,1,9,0.346153846153846
"[-1,1,-1,0]_[0,1,1,-1]",0,2,8,0.307692307692308
"[-1,1,-1,0]_[0,1,1,-1]",1,2,9,0.346153846153846
"[-1,1,-1,0]_[0,1,1,1]",0,1,0,0
"[-1,1,-1,0]_[0,1,1,1]",0,2,1,0.2
"[-1,1,-1,0]_[0,1,1,1]",1,2,4,0.8
"[-1,1,-1,0]_[1,-1,-1,0]",0,1,0,0
"[-1,1,-1,0]_[1,-1,-1,0]",0,2,0,0
"[-1,1,-1,0]_[1,-1,-1,0]",1,2,2,1
"[-1,1,-1,0]_[1,-1,0,-1]",0,1,1,0.0714285714285714
"[-1,1,-1,0]_[1,-1,0,-1]",0,2,4,0.285714285714286
"[-1,1,-1,0]_[1,-1,0,-1]",1,2,9,0.642857142857143
"[-1,1,-1,0]_[1,-1,0,0]",0,1,1,0.2
"[-1,1,-1,0]_[1,-1,0,0]",0,2,0,0
"[-1,1,-1,0]_[1,-1,0,0]",1,2,4,0.8
"[-1,1,-1,0]_[1,-1,0,1]",0,1,14,0.215384615384615
"[-1,1,-1,0]_[1,-1,0,1]",0,2,6,0.0923076923076923
"[-1,1,-1,0]_[1,-1,0,1]",1,2,45,0.692307692307692
"[-1,1,-1,0]_[1,-1,1,0]",0,1,2,0.181818181818182
"[-1,1,-1,0]_[1,-1,1,0]",0,2,1,0.0909090909090909
"[-1,1,-1,0]_[1,-1,1,0]",1,2,8,0.727272727272727
"[-1,1,-1,0]_[1,0,-1,-1]",0,1,2,0.25
"[-1,1,-1,0]_[1,0,-1,-1]",0,2,4,0.5
"[-1,1,-1,0]_[1,0,-1,-1]",1,2,2,0.25
"[-1,1,-1,0]_[1,0,-1,0]",0,1,7,0.259259259259259
"[-1,1,-1,0]_[1,0,-1,0]",0,2,13,0.481481481481481
"[-1,1,-1,0]_[1,0,-1,0]",1,2,7,0.259259259259259
"[-1,1,-1,0]_[1,0,-1,1]",0,1,4,0.222222222222222
"[-1,1,-1,0]_[1,0,-1,1]",0,2,3,0.166666666666667
"[-1,1,-1,0]_[1,0,-1,1]",1,2,11,0.611111111111111
"[-1,1,-1,0]_[1,0,0,-1]",0,1,5,0.555555555555556
"[-1,1,-1,0]_[1,0,0,-1]",0,2,2,0.222222222222222
"[-1,1,-1,0]_[1,0,0,-1]",1,2,2,0.222222222222222
"[-1,1,-1,0]_[1,0,0,1]",0,1,1,0.333333333333333
"[-1,1,-1,0]_[1,0,0,1]",0,2,0,0
"[-1,1,-1,0]_[1,0,0,1]",1,2,2,0.666666666666667
"[-1,1,-1,0]_[1,0,1,0]",0,1,4,0.266666666666667
"[-1,1,-1,0]_[1,0,1,0]",0,2,2,0.133333333333333
"[-1,1,-1,0]_[1,0,1,0]",1,2,9,0.6
"[-1,1,-1,0]_[1,0,1,1]",0,1,1,0.111111111111111
"[-1,1,-1,0]_[1,0,1,1]",0,2,2,0.222222222222222
"[-1,1,-1,0]_[1,0,1,1]",1,2,6,0.666666666666667
"[-1,1,-1,0]_[1,1,-1,0]",0,1,4,0.8
"[-1,1,-1,0]_[1,1,-1,0]",0,2,0,0
"[-1,1,-1,0]_[1,1,-1,0]",1,2,1,0.2
"[-1,1,-1,0]_[1,1,0,-1]",0,1,6,0.375
"[-1,1,-1,0]_[1,1,0,-1]",0,2,4,0.25
"[-1,1,-1,0]_[1,1,0,-1]",1,2,6,0.375
"[-1,1,-1,0]_[1,1,0,0]",0,1,2,0.285714285714286
"[-1,1,-1,0]_[1,1,0,0]",0,2,1,0.142857142857143
"[-1,1,-1,0]_[1,1,0,0]",1,2,4,0.571428571428571
"[-1,1,-1,0]_[1,1,0,1]",0,1,1,0.2
"[-1,1,-1,0]_[1,1,0,1]",0,2,0,0
"[-1,1,-1,0]_[1,1,0,1]",1,2,4,0.8
"[-1,1,-1,0]_[1,1,1,0]",0,1,7,0.259259259259259
"[-1,1,-1,0]_[1,1,1,0]",0,2,8,0.296296296296296
"[-1,1,-1,0]_[1,1,1,0]",1,2,12,0.444444444444444
"[-1,1,0,-1]_[-1,1,0,0]",0,1,3,0.214285714285714
"[-1,1,0,-1]_[-1,1,0,0]",0,2,2,0.142857142857143
"[-1,1,0,-1]_[-1,1,0,0]",1,2,9,0.642857142857143
"[-1,1,0,-1]_[-1,1,0,1]",0,1,2,0.1
"[-1,1,0,-1]_[-1,1,0,1]",0,2,3,0.15
"[-1,1,0,-1]_[-1,1,0,1]",1,2,15,0.75
"[-1,1,0,-1]_[-1,1,1,0]",0,1,3,0.5
"[-1,1,0,-1]_[-1,1,1,0]",0,2,2,0.333333333333333
"[-1,1,0,-1]_[-1,1,1,0]",1,2,1,0.166666666666667
"[-1,1,0,-1]_[0,-1,-1,-1]",0,1,11,0.297297297297297
"[-1,1,0,-1]_[0,-1,-1,-1]",0,2,14,0.378378378378378
"[-1,1,0,-1]_[0,-1,-1,-1]",1,2,12,0.324324324324324
"[-1,1,0,-1]_[0,-1,-1,1]",0,1,2,0.285714285714286
"[-1,1,0,-1]_[0,-1,-1,1]",0,2,0,0
"[-1,1,0,-1]_[0,-1,-1,1]",1,2,5,0.714285714285714
"[-1,1,0,-1]_[0,-1,0,-1]",0,1,4,0.307692307692308
"[-1,1,0,-1]_[0,-1,0,-1]",0,2,4,0.307692307692308
"[-1,1,0,-1]_[0,-1,0,-1]",1,2,5,0.384615384615385
"[-1,1,0,-1]_[0,-1,0,1]",0,1,4,0.4
"[-1,1,0,-1]_[0,-1,0,1]",0,2,1,0.1
"[-1,1,0,-1]_[0,-1,0,1]",1,2,5,0.5
"[-1,1,0,-1]_[0,-1,1,-1]",0,1,0,0
"[-1,1,0,-1]_[0,-1,1,-1]",0,2,3,0.6
"[-1,1,0,-1]_[0,-1,1,-1]",1,2,2,0.4
"[-1,1,0,-1]_[0,-1,1,1]",0,1,2,0.166666666666667
"[-1,1,0,-1]_[0,-1,1,1]",0,2,2,0.166666666666667
"[-1,1,0,-1]_[0,-1,1,1]",1,2,8,0.666666666666667
"[-1,1,0,-1]_[0,0,1,1]",0,1,13,0.282608695652174
"[-1,1,0,-1]_[0,0,1,1]",0,2,4,0.0869565217391304
"[-1,1,0,-1]_[0,0,1,1]",1,2,29,0.630434782608696
"[-1,1,0,-1]_[0,1,-1,-1]",0,1,5,0.208333333333333
"[-1,1,0,-1]_[0,1,-1,-1]",0,2,15,0.625
"[-1,1,0,-1]_[0,1,-1,-1]",1,2,4,0.166666666666667
"[-1,1,0,-1]_[0,1,-1,1]",0,1,0,0
"[-1,1,0,-1]_[0,1,-1,1]",0,2,0,0
"[-1,1,0,-1]_[0,1,-1,1]",1,2,2,1
"[-1,1,0,-1]_[0,1,0,-1]",0,1,1,0.2
"[-1,1,0,-1]_[0,1,0,-1]",0,2,3,0.6
"[-1,1,0,-1]_[0,1,0,-1]",1,2,1,0.2
"[-1,1,0,-1]_[0,1,1,-1]",0,1,1,0.5
"[-1,1,0,-1]_[0,1,1,-1]",0,2,1,0.5
"[-1,1,0,-1]_[0,1,1,-1]",1,2,0,0
"[-1,1,0,-1]_[0,1,1,1]",0,1,2,0.5
"[-1,1,0,-1]_[0,1,1,1]",0,2,0,0
"[-1,1,0,-1]_[0,1,1,1]",1,2,2,0.5
"[-1,1,0,-1]_[1,-1,-1,0]",0,1,4,0.5
"[-1,1,0,-1]_[1,-1,-1,0]",0,2,1,0.125
"[-1,1,0,-1]_[1,-1,-1,0]",1,2,3,0.375
"[-1,1,0,-1]_[1,-1,0,-1]",0,1,0,0
"[-1,1,0,-1]_[1,-1,0,-1]",0,2,4,0.5
"[-1,1,0,-1]_[1,-1,0,-1]",1,2,4,0.5
"[-1,1,0,-1]_[1,-1,0,0]",0,1,2,0.5
"[-1,1,0,-1]_[1,-1,0,0]",0,2,1,0.25
"[-1,1,0,-1]_[1,-1,0,0]",1,2,1,0.25
"[-1,1,0,-1]_[1,-1,0,1]",0,1,3,0.428571428571429
"[-1,1,0,-1]_[1,-1,0,1]",0,2,0,0
"[-1,1,0,-1]_[1,-1,0,1]",1,2,4,0.571428571428571
"[-1,1,0,-1]_[1,-1,1,0]",0,1,4,0.25
"[-1,1,0,-1]_[1,-1,1,0]",0,2,2,0.125
"[-1,1,0,-1]_[1,-1,1,0]",1,2,10,0.625
"[-1,1,0,-1]_[1,0,-1,-1]",0,1,8,0.380952380952381
"[-1,1,0,-1]_[1,0,-1,-1]",0,2,9,0.428571428571429
"[-1,1,0,-1]_[1,0,-1,-1]",1,2,4,0.19047619047619
"[-1,1,0,-1]_[1,0,-1,0]",0,1,1,0.166666666666667
"[-1,1,0,-1]_[1,0,-1,0]",0,2,1,0.166666666666667
"[-1,1,0,-1]_[1,0,-1,0]",1,2,4,0.666666666666667
"[-1,1,0,-1]_[1,0,-1,1]",0,1,8,0.470588235294118
"[-1,1,0,-1]_[1,0,-1,1]",0,2,1,0.0588235294117647
"[-1,1,0,-1]_[1,0,-1,1]",1,2,8,0.470588235294118
"[-1,1,0,-1]_[1,0,0,-1]",0,1,0,0
"[-1,1,0,-1]_[1,0,0,-1]",0,2,0,0
"[-1,1,0,-1]_[1,0,0,-1]",1,2,2,1
"[-1,1,0,-1]_[1,0,0,1]",0,1,1,0.333333333333333
"[-1,1,0,-1]_[1,0,0,1]",0,2,0,0
"[-1,1,0,-1]_[1,0,0,1]",1,2,2,0.666666666666667
"[-1,1,0,-1]_[1,0,1,-1]",0,1,2,0.125
"[-1,1,0,-1]_[1,0,1,-1]",0,2,9,0.5625
"[-1,1,0,-1]_[1,0,1,-1]",1,2,5,0.3125
"[-1,1,0,-1]_[1,0,1,0]",0,1,0,0
"[-1,1,0,-1]_[1,0,1,0]",0,2,1,0.142857142857143
"[-1,1,0,-1]_[1,0,1,0]",1,2,6,0.857142857142857
"[-1,1,0,-1]_[1,0,1,1]",0,1,4,0.363636363636364
"[-1,1,0,-1]_[1,0,1,1]",0,2,1,0.0909090909090909
"[-1,1,0,-1]_[1,0,1,1]",1,2,6,0.545454545454545
"[-1,1,0,-1]_[1,1,-1,0]",0,1,1,0.142857142857143
"[-1,1,0,-1]_[1,1,-1,0]",0,2,1,0.142857142857143
"[-1,1,0,-1]_[1,1,-1,0]",1,2,5,0.714285714285714
"[-1,1,0,-1]_[1,1,0,-1]",0,1,4,0.266666666666667
"[-1,1,0,-1]_[1,1,0,-1]",0,2,9,0.6
"[-1,1,0,-1]_[1,1,0,-1]",1,2,2,0.133333333333333
"[-1,1,0,-1]_[1,1,0,0]",0,1,0,0
"[-1,1,0,-1]_[1,1,0,0]",0,2,1,0.333333333333333
"[-1,1,0,-1]_[1,1,0,0]",1,2,2,0.666666666666667
"[-1,1,0,-1]_[1,1,0,1]",0,1,6,0.31578947368421
"[-1,1,0,-1]_[1,1,0,1]",0,2,0,0
"[-1,1,0,-1]_[1,1,0,1]",1,2,13,0.68421052631579
"[-1,1,0,-1]_[1,1,1,0]",0,1,4,0.444444444444444
"[-1,1,0,-1]_[1,1,1,0]",0,2,3,0.333333333333333
"[-1,1,0,-1]_[1,1,1,0]",1,2,2,0.222222222222222
"[-1,1,0,0]_[-1,1,0,1]",0,1,0,0
"[-1,1,0,0]_[-1,1,0,1]",0,2,2,1
"[-1,1,0,0]_[-1,1,0,1]",1,2,0,0
"[-1,1,0,0]_[-1,1,1,0]",0,1,17,0.586206896551724
"[-1,1,0,0]_[-1,1,1,0]",0,2,8,0.275862068965517
"[-1,1,0,0]_[-1,1,1,0]",1,2,4,0.137931034482759
"[-1,1,0,0]_[0,-1,-1,-1]",0,1,7,0.7
"[-1,1,0,0]_[0,-1,-1,-1]",0,2,1,0.1
"[-1,1,0,0]_[0,-1,-1,-1]",1,2,2,0.2
"[-1,1,0,0]_[0,-1,-1,1]",0,1,8,0.8
"[-1,1,0,0]_[0,-1,-1,1]",0,2,0,0
"[-1,1,0,0]_[0,-1,-1,1]",1,2,2,0.2
"[-1,1,0,0]_[0,-1,0,-1]",0,1,0,0
"[-1,1,0,0]_[0,-1,0,-1]",0,2,0,0
"[-1,1,0,0]_[0,-1,0,-1]",1,2,2,1
"[-1,1,0,0]_[0,-1,0,1]",0,1,4,0.363636363636364
"[-1,1,0,0]_[0,-1,0,1]",0,2,1,0.0909090909090909
"[-1,1,0,0]_[0,-1,0,1]",1,2,6,0.545454545454545
"[-1,1,0,0]_[0,-1,1,-1]",0,1,6,0.75
"[-1,1,0,0]_[0,-1,1,-1]",0,2,0,0
"[-1,1,0,0]_[0,-1,1,-1]",1,2,2,0.25
"[-1,1,0,0]_[0,-1,1,1]",0,1,13,0.5
"[-1,1,0,0]_[0,-1,1,1]",0,2,1,0.0384615384615385
"[-1,1,0,0]_[0,-1,1,1]",1,2,12,0.461538461538462
"[-1,1,0,0]_[0,0,1,1]",0,1,1,0.333333333333333
"[-1,1,0,0]_[0,0,1,1]",0,2,0,0
"[-1,1,0,0]_[0,0,1,1]",1,2,2,0.666666666666667
"[-1,1,0,0]_[0,1,-1,-1]",0,1,0,0
"[-1,1,0,0]_[0,1,-1,-1]",0,2,1,1
"[-1,1,0,0]_[0,1,-1,-1]",1,2,0,0
"[-1,1,0,0]_[0,1,-1,1]",0,1,4,0.571428571428571
"[-1,1,0,0]_[0,1,-1,1]",0,2,0,0
"[-1,1,0,0]_[0,1,-1,1]",1,2,3,0.428571428571429
"[-1,1,0,0]_[0,1,0,-1]",0,1,7,0.636363636363636
"[-1,1,0,0]_[0,1,0,-1]",0,2,2,0.181818181818182
"[-1,1,0,0]_[0,1,0,-1]",1,2,2,0.181818181818182
"[-1,1,0,0]_[0,1,1,-1]",0,1,5,0.416666666666667
"[-1,1,0,0]_[0,1,1,-1]",0,2,4,0.333333333333333
"[-1,1,0,0]_[0,1,1,-1]",1,2,3,0.25
"[-1,1,0,0]_[0,1,1,1]",0,1,3,0.75
"[-1,1,0,0]_[0,1,1,1]",0,2,1,0.25
"[-1,1,0,0]_[0,1,1,1]",1,2,0,0
"[-1,1,0,0]_[1,-1,-1,0]",0,1,14,0.4
"[-1,1,0,0]_[1,-1,-1,0]",0,2,3,0.0857142857142857
"[-1,1,0,0]_[1,-1,-1,0]",1,2,18,0.514285714285714
"[-1,1,0,0]_[1,-1,0,-1]",0,1,8,0.615384615384615
"[-1,1,0,0]_[1,-1,0,-1]",0,2,1,0.0769230769230769
"[-1,1,0,0]_[1,-1,0,-1]",1,2,4,0.307692307692308
"[-1,1,0,0]_[1,-1,0,0]",0,1,4,0.235294117647059
"[-1,1,0,0]_[1,-1,0,0]",0,2,2,0.117647058823529
"[-1,1,0,0]_[1,-1,0,0]",1,2,11,0.647058823529412
"[-1,1,0,0]_[1,-1,0,1]",0,1,24,0.380952380952381
"[-1,1,0,0]_[1,-1,0,1]",0,2,5,0.0793650793650794
"[-1,1,0,0]_[1,-1,0,1]",1,2,34,0.53968253968254
"[-1,1,0,0]_[1,-1,1,0]",0,1,2,0.666666666666667
"[-1,1,0,0]_[1,-1,1,0]",0,2,1,0.333333333333333
"[-1,1,0,0]_[1,-1,1,0]",1,2,0,0
"[-1,1,0,0]_[1,0,-1,-1]",0,1,13,0.619047619047619
"[-1,1,0,0]_[1,0,-1,-1]",0,2,3,0.142857142857143
"[-1,1,0,0]_[1,0,-1,-1]",1,2,5,0.238095238095238
"[-1,1,0,0]_[1,0,-1,0]",0,1,4,0.444444444444444
"[-1,1,0,0]_[1,0,-1,0]",0,2,2,0.222222222222222
"[-1,1,0,0]_[1,0,-1,0]",1,2,3,0.333333333333333
"[-1,1,0,0]_[1,0,-1,1]",0,1,6,0.461538461538462
"[-1,1,0,0]_[1,0,-1,1]",0,2,0,0
"[-1,1,0,0]_[1,0,-1,1]",1,2,7,0.538461538461538
"[-1,1,0,0]_[1,0,0,-1]",0,1,17,0.361702127659574
"[-1,1,0,0]_[1,0,0,-1]",0,2,18,0.382978723404255
"[-1,1,0,0]_[1,0,0,-1]",1,2,12,0.25531914893617
"[-1,1,0,0]_[1,0,0,1]",0,1,10,0.434782608695652
"[-1,1,0,0]_[1,0,0,1]",0,2,3,0.130434782608696
"[-1,1,0,0]_[1,0,0,1]",1,2,10,0.434782608695652
"[-1,1,0,0]_[1,0,1,-1]",0,1,1,0.333333333333333
"[-1,1,0,0]_[1,0,1,-1]",0,2,1,0.333333333333333
"[-1,1,0,0]_[1,0,1,-1]",1,2,1,0.333333333333333
"[-1,1,0,0]_[1,0,1,0]",0,1,1,0.333333333333333
"[-1,1,0,0]_[1,0,1,0]",0,2,1,0.333333333333333
"[-1,1,0,0]_[1,0,1,0]",1,2,1,0.333333333333333
"[-1,1,0,0]_[1,0,1,1]",0,1,12,0.6
"[-1,1,0,0]_[1,0,1,1]",0,2,3,0.15
"[-1,1,0,0]_[1,0,1,1]",1,2,5,0.25
"[-1,1,0,0]_[1,1,-1,0]",0,1,2,0.666666666666667
"[-1,1,0,0]_[1,1,-1,0]",0,2,0,0
"[-1,1,0,0]_[1,1,-1,0]",1,2,1,0.333333333333333
"[-1,1,0,0]_[1,1,0,-1]",0,1,3,0.428571428571429
"[-1,1,0,0]_[1,1,0,-1]",0,2,3,0.428571428571429
"[-1,1,0,0]_[1,1,0,-1]",1,2,1,0.142857142857143
"[-1,1,0,0]_[1,1,0,0]",0,1,6,0.31578947368421
"[-1,1,0,0]_[1,1,0,0]",0,2,6,0.31578947368421
"[-1,1,0,0]_[1,1,0,0]",1,2,7,0.368421052631579
"[-1,1,0,0]_[1,1,0,1]",0,1,4,0.333333333333333
"[-1,1,0,0]_[1,1,0,1]",0,2,1,0.0833333333333333
"[-1,1,0,0]_[1,1,0,1]",1,2,7,0.583333333333333
"[-1,1,0,0]_[1,1,1,0]",0,1,6,0.5
"[-1,1,0,0]_[1,1,1,0]",0,2,3,0.25
"[-1,1,0,0]_[1,1,1,0]",1,2,3,0.25
"[-1,1,0,1]_[-1,1,1,0]",0,1,2,0.333333333333333
"[-1,1,0,1]_[-1,1,1,0]",0,2,2,0.333333333333333
"[-1,1,0,1]_[-1,1,1,0]",1,2,2,0.333333333333333
"[-1,1,0,1]_[0,-1,-1,-1]",0,1,6,1
"[-1,1,0,1]_[0,-1,-1,-1]",0,2,0,0
"[-1,1,0,1]_[0,-1,-1,-1]",1,2,0,0
"[-1,1,0,1]_[0,-1,-1,1]",0,1,8,0.571428571428571
"[-1,1,0,1]_[0,-1,-1,1]",0,2,2,0.142857142857143
"[-1,1,0,1]_[0,-1,-1,1]",1,2,4,0.285714285714286
"[-1,1,0,1]_[0,-1,0,-1]",0,1,3,0.5
"[-1,1,0,1]_[0,-1,0,-1]",0,2,2,0.333333333333333
"[-1,1,0,1]_[0,-1,0,-1]",1,2,1,0.166666666666667
"[-1,1,0,1]_[0,-1,0,1]",0,1,8,0.470588235294118
"[-1,1,0,1]_[0,-1,0,1]",0,2,4,0.235294117647059
"[-1,1,0,1]_[0,-1,0,1]",1,2,5,0.294117647058824
"[-1,1,0,1]_[0,-1,1,-1]",0,1,4,0.666666666666667
"[-1,1,0,1]_[0,-1,1,-1]",0,2,0,0
"[-1,1,0,1]_[0,-1,1,-1]",1,2,2,0.333333333333333
"[-1,1,0,1]_[0,-1,1,1]",0,1,4,0.25
"[-1,1,0,1]_[0,-1,1,1]",0,2,4,0.25
"[-1,1,0,1]_[0,-1,1,1]",1,2,8,0.5
"[-1,1,0,1]_[0,0,1,1]",0,1,31,0.659574468085106
"[-1,1,0,1]_[0,0,1,1]",0,2,4,0.0851063829787234
"[-1,1,0,1]_[0,0,1,1]",1,2,12,0.25531914893617
"[-1,1,0,1]_[0,1,-1,-1]",0,1,3,1
"[-1,1,0,1]_[0,1,-1,-1]",0,2,0,0
"[-1,1,0,1]_[0,1,-1,-1]",1,2,0,0
"[-1,1,0,1]_[0,1,-1,1]",0,1,1,0.5
"[-1,1,0,1]_[0,1,-1,1]",0,2,1,0.5
"[-1,1,0,1]_[0,1,-1,1]",1,2,0,0
"[-1,1,0,1]_[0,1,0,-1]",0,1,3,0.75
"[-1,1,0,1]_[0,1,0,-1]",0,2,0,0
"[-1,1,0,1]_[0,1,0,-1]",1,2,1,0.25
"[-1,1,0,1]_[0,1,1,-1]",0,1,14,0.583333333333333
"[-1,1,0,1]_[0,1,1,-1]",0,2,3,0.125
"[-1,1,0,1]_[0,1,1,-1]",1,2,7,0.291666666666667
"[-1,1,0,1]_[0,1,1,1]",0,1,2,0.4
"[-1,1,0,1]_[0,1,1,1]",0,2,2,0.4
"[-1,1,0,1]_[0,1,1,1]",1,2,1,0.2
"[-1,1,0,1]_[1,-1,-1,0]",0,1,12,0.705882352941177
"[-1,1,0,1]_[1,-1,-1,0]",0,2,0,0
"[-1,1,0,1]_[1,-1,-1,0]",1,2,5,0.294117647058824
"[-1,1,0,1]_[1,-1,0,-1]",0,1,0,0
"[-1,1,0,1]_[1,-1,0,-1]",0,2,1,0.25
"[-1,1,0,1]_[1,-1,0,-1]",1,2,3,0.75
"[-1,1,0,1]_[1,-1,0,0]",0,1,4,0.4
"[-1,1,0,1]_[1,-1,0,0]",0,2,3,0.3
"[-1,1,0,1]_[1,-1,0,0]",1,2,3,0.3
"[-1,1,0,1]_[1,-1,0,1]",0,1,2,1
"[-1,1,0,1]_[1,-1,0,1]",0,2,0,0
"[-1,1,0,1]_[1,-1,0,1]",1,2,0,0
"[-1,1,0,1]_[1,-1,1,0]",0,1,5,0.555555555555556
"[-1,1,0,1]_[1,-1,1,0]",0,2,0,0
"[-1,1,0,1]_[1,-1,1,0]",1,2,4,0.444444444444444
